title,input,choices,target,target_index,task_description,error
Irishman_152825,"L: 1/8
Q: 3/8=100
M: 6/8
K: F
fcf gcg | a2 A A3 | fcf fed | geg gab | afd ge^c afd ge^c | d2 D B3 ::","[5, 1, 2, 3]",13,2,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_5:lengthened(0.75→1.0), invalid_note_name_in_key_6:D3→B3(key=F)"
Irishman_152825,"L: 1/8
Q: 3/8=100
M: 6/8
K: F
fcf gcg | a2 A A3 | fcf fed | Bbeg gab | afd ge^c | d2 D D3 ::","[1, 2, 5, 3]",4,0,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_4:g→Bb(key=F)
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgd | c^fgc | Bb^E#gB | A3 e | d^FGe | d^F GC | BecA | ^F3 | :","[4, 5, 3, 2]",610,3,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_7:c→C(12度/19半音), enharmonic_error_in_measure_4:F→E#"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgd d^fgd d^fgd | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BecA | ^F3 | :","[1, 4, 2, 3]",12,2,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_2:lengthened(0.5→0.75), invalid_duration_in_measure_9:shortened(0.04→-0.08)"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
F | d^fgd | c^fgc | B^fgB | A3 e | d^FGe | d^F Abc | BecA | ^Gb3 | :","[5, 4, 3, 1]",3489,1,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_7:G#→Ab, enharmonic_error_in_measure_1:E#→F, invalid_duration_in_measure_10:shortened(0.0→-0.25), enharmonic_error_in_measure_9:F#3→Gb3"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgE | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BGcA | ^F3 | :","[3, 4, 2, 5]",4579,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_8:e→G(13度/20半音), excessive_leap_≥10th_in_measure_2:d→E(13度/20半音), invalid_note_in_measure_2:E→T''', invalid_duration_in_measure_1:shortened(0.12→-0.13)"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^Gbgd | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BecA | ^F3 | :","[1, 4, 3, 2]",18,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:G→S,, enharmonic_error_in_measure_2:F#→Gb"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgG | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BecA | ^F3 | :","[2, 4, 1, 5]",1,2,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_2:d→G(11度/17半音)
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
Z5 | Eb^fgd | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BecA | ^A#3 | :","[3, 1, 5, 2]",467810,2,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_9:F3→A#3(key=Gmin), invalid_note_in_measure_1:e→Z5, excessive_leap_≥10th_in_measure_7:F→F(12度/19半音), enharmonic_error_in_measure_2:D#→Eb, invalid_note_in_measure_4:g→T'''"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^E#g#d | c^fgc | B^fgB | A#3 D## | d^FGe | d^F Gc | BecA | ^F3 | :","[4, 2, 5, 1]",1278,0,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:F→E#, enharmonic_error_in_measure_5:E→D##, invalid_note_in_measure_6:e→Wn3, invalid_note_name_in_key_9:F3→F3(key=Gmin)"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgd | c^fgc | B^fgB | A3 e | d^FGe | d^F Gc | BecA | ^F3 | :","[1, 3, 4, 2]",69,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:e→P,6, invalid_note_in_measure_4:g→R##9"
Irishman_84685,"L: 1/8
Q: 1/2=80
M: 2/4
K: Gmin
e | d^fgd | c^fgAb | B^fgC | A3 e | d^GGe | d^E Gc | BecA | ^F3 | :","[3, 1, 2, 5]",346710,3,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_3:c→Ab(13度/20半音), excessive_leap_≥10th_in_measure_6:F→G(11度/17半音), enharmonic_error_in_measure_4:B#→C, excessive_leap_≥10th_in_measure_7:F→E(10度/16半音), invalid_note_in_measure_5:e→J"
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 f f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[2, 5, 3, 1]",5,3,Identify inserted errors in the provided ABC score,invalid_note_in_measure_8:B2→H
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/Fbb/ | f2 f f2 f | f3 d>ef f3 d>ef | g2 D f2 E | D3 d2 d | c3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[5, 4, 3, 1]",13456,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_4:e→E(10度/16半音), enharmonic_error_in_measure_1:Eb→Fbb, invalid_duration_in_measure_3:lengthened(0.42→0.67), invalid_note_name_in_key_5:d3→D3(key=Gmin), invalid_note_name_in_key_4:g→D(key=Gmin)"
Irishman_20127,"L: 2/3
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 f f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[3, 4, 1, 5]",8,2,Identify inserted errors in the provided ABC score,invalid_length:1/8→2/3
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 A# f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | c3 GAB GAB | c B2 B2 A | B3 B2 ::","[5, 2, 3, 1]",58,1,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_2:f→A#(key=Gmin), invalid_duration_in_measure_7:lengthened(0.42→0.54)"
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: J
d/e/ | f2 f f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[1, 3, 2, 4]",0,0,Identify inserted errors in the provided ABC score,invalid_key:Gmin→J
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 E# fb2 F | f3 d>ef | g2 g f2 e | d3 d2 d | Wn3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[3, 2, 5, 4]",5789,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:F→E#, invalid_note_in_measure_6:d→T''', invalid_note_in_measure_6:c3→Wn3, excessive_leap_≥10th_in_measure_2:f→F(12度/19半音)"
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 f f2 f | f3 d>ef | g2 E f2 e | d3 d2 d | c3 F2 d | c3 GAB | c F2 B2 A | B3 B2 ::","[2, 5, 3, 1]",29,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_8:B2→F2(key=Gmin), excessive_leap_≥10th_in_measure_4:g→E(13度/20半音)"
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 f f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | B#3 GAB# | c B2 B2 A | B3 B2 ::","[1, 5, 4, 3]",4,0,Identify inserted errors in the provided ABC score,enharmonic_error_in_measure_7:C3→B#3
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
Wn3/e/ | f2 f f2 f | f3 d>ef | g2 g f2 e | d3 d2 d | c3 F2 d | c3 GAB | c B2 B2 A | B3 B2 ::","[2, 1, 4, 5]",6,1,Identify inserted errors in the provided ABC score,invalid_note_in_measure_1:d→Wn3
Irishman_20127,"L: 1/8
Q: 1/8=120
M: 6/8
K: Gmin
d/e/ | f2 f f2 E | f3 d>ef | g2 F f2 e | d3 C#2 d | c3 F2 d | c3 GAB | c Ab2 B2 A | B3 B2 :: ::","[5, 3, 1, 2]",12678,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_8:B2→Ab2(10度/16半音), excessive_leap_≥10th_in_measure_2:f→E(13度/20半音), enharmonic_error_in_measure_5:Db2→C#2, invalid_duration_in_measure_9:lengthened(0.1→0.23), excessive_leap_≥10th_in_measure_4:g→F(11度/17半音)"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | a2 ga f2 eGb | G##2 | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | Qb7 D2 z2","[3, 5, 1, 2]",13458,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_5:shortened(0.48→0.1), excessive_leap_≥10th_in_measure_4:c→Gb(12度/18半音), enharmonic_error_in_measure_5:A2→G##2, invalid_note_in_measure_9:B4→Qb7, invalid_note_name_in_key_9:A2→D2(key=A)"
Irishman_113383,"L: 0/1
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | a2 ga f2 ec | A2 B>B c3 e | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | B4 A2 z2","[2, 1, 3, 4]",1,1,Identify inserted errors in the provided ABC score,invalid_length:1/8→0/1
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | G##2 ga f2 ec | A2 B>B c3 e | a2 ga f2 e>a | (ec)BA B2 FbB | e3 e Eefc | Qb7 F2 z2","[2, 4, 5, 3]",35789,2,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_7:A→Fb(key=A), excessive_leap_≥10th_in_measure_9:A2→F2(12度/18半音), invalid_note_in_measure_9:B4→Qb7, excessive_leap_≥10th_in_measure_8:f→E(10度/16半音), enharmonic_error_in_measure_4:A2→G##2"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>C# c>d | B>c d>e f3 e | a2 ga f2 D##c | A2 B>B c3 e | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | B4 A2 z2","[3, 2, 5, 4]",2579,3,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_2:B→C#(13度/20半音), invalid_duration_in_measure_2:shortened(0.81→0.44), invalid_note_in_measure_7:B→O#, enharmonic_error_in_measure_4:E→D##"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B Ab>d e2 ee | B>c d>e f3 e | a2 ga f2 ec | A2 D#>B c3 e | a2 ga f2 e>a | (eB#)BA B2 AB | e3 e fefc | B4 A2 z2","[4, 5, 3, 1]",137,2,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_7:c→B#(key=A), excessive_leap_≥10th_in_measure_5:B→D#(12度/18半音), invalid_note_name_in_key_2:c→Ab(key=A)"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 G | a2 ga f2 ec | A2 B>B c3 E | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | B4 A2 z2","[4, 1, 3, 5]",124,2,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_3:e→G(11度/17半音), excessive_leap_≥10th_in_measure_5:e→E(10度/16半音), invalid_note_in_measure_6:e→S,"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | a2 ga f2 ec | A2 B>B c3 e | a2 ga f2 e>a | (eB#)BA B2 AB | e3 e fefc e fefc | B4 A2 z2","[1, 3, 2, 4]",57,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_7:C→B#, invalid_duration_in_measure_8:lengthened(0.67→0.92)"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | a2 ga f2 ec | A2 B>B c3 | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | B4 A2 z2","[1, 2, 4, 5]",2,0,Identify inserted errors in the provided ABC score,invalid_duration_in_measure_5:shortened(0.48→0.23)
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 eD## | B>c d>e f3 e | a2 ga f2 ec | Vb5 B>B c3 e | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fefc | B4 A2 z2","[3, 2, 4, 1]",357,0,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_5:A2→Vb5, enharmonic_error_in_measure_2:E→D##, invalid_note_in_measure_2:c→R##9"
Irishman_113383,"L: 1/8
M: 4/4
K: A
E | A>B c>d e2 ee | B>c d>e f3 e | a2 ga f2 ec | A2 B>B c3 e | a2 ga f2 e>a | (ec)BA B2 AB | e3 e fD##fc | B4 A2 z2","[1, 3, 2, 5]",6,0,Identify inserted errors in the provided ABC score,enharmonic_error_in_measure_8:E→D##
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""D##"" B/Bb/ B/A/ | G Eb | B/B/ B/A/ | G2 | G F | E D# | G F | E2","[1, 4, 3, 5]",12356,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_1:E→D##, invalid_duration_in_measure_8:shortened(0.12→-0.38), invalid_note_in_measure_1:A→S,, excessive_leap_≥10th_in_measure_2:A→Eb(10度/16半音), invalid_note_name_in_key_6:F→D#(key=Emix)"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/E/ B/A/ | G2 | G F | E F | G F | E2 :","[3, 4, 5, 1]",4,3,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_3:B→E(12度/19半音)
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/B/ B/A/ | G2 | G F | E Bb | G F | E2 :","[5, 1, 4, 2]",3,1,Identify inserted errors in the provided ABC score,excessive_leap_≥10th_in_measure_6:F→Bb(12度/18半音)
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/B/ B/A/ B/B/ B/A/ B/B/ | G2 | G B | E F | G F | E2 :","[1, 4, 2, 3]",146,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:F→Qb7, invalid_duration_in_measure_3:lengthened(1.0→1.75), excessive_leap_≥10th_in_measure_5:F→B(10度/16半音)"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/B/ B/A/ | G2 | Gb E# | E F | G F | E2 :","[4, 5, 1, 3]",145,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_3:B→B(key=Emix), enharmonic_error_in_measure_5:F→E#, invalid_note_in_measure_1:B→Z5"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/B/ B/A/ | G2 | G F | E F | G F | Eb2 :","[5, 1, 4, 2]",1,1,Identify inserted errors in the provided ABC score,invalid_note_name_in_key_8:E2→Eb2(key=Emix)
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" Cbb/B/ B/Eb/ | G D | B/B/ B/A/ | G2 | G F | E# F | G F | E2 :","[5, 3, 1, 4]",1245,3,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_6:E→E#(key=Emix), enharmonic_error_in_measure_1:Bb→Cbb, excessive_leap_≥10th_in_measure_2:A→D(12度/19半音), excessive_leap_≥10th_in_measure_1:A→Eb(10度/16半音)"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G A | B/B/ B/A/ | G2 | G F | E F | G F | E2 :","[5, 3, 2, 4]",12,2,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_5:F→Y#, invalid_note_in_measure_1:B→P,6"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/A/ | G G# | B/B/ B/A/ | C#2 | G F | E F | J F | E2 :","[4, 1, 3, 5]",1256,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_4:G2→Eb2(key=Emix), invalid_note_name_in_key_4:Eb2→C#2(key=Emix), enharmonic_error_in_measure_2:Ab→G#, invalid_note_in_measure_7:G→J"
Irishman_172230,"L: 1/4
Q: 1/4=180
M: 2/4
K: Emix
""E"" B/B/ B/G/ | G A | B/B/ B/A/ | G2 | G F | E Fb | G F | FbA#2 :","[4, 3, 2, 5]",23456,3,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_1:A→G(10度/16半音), enharmonic_error_in_measure_8:Eb2→Fbb2, invalid_note_name_in_key_6:F→Fb(key=Emix), excessive_leap_≥10th_in_measure_8:b2→A#2(11度/17半音), invalid_note_in_measure_6:Fb→X3"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/Gb/ ee | Ae/e/ ed | c2""Dm"" d2 | ""Am"" cd | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 : c/d/C#/B/ A2 :","[5, 4, 3, 1]",2346,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_1:e→Gb(12度/18半音), invalid_duration_in_measure_6:lengthened(0.56→0.94), invalid_note_name_in_key_6:c→C#(key=Amin), invalid_duration_in_measure_4:shortened(0.88→0.76)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/E/ ee | Ae/e/ ed | c2""Dm"" Gb2 | ""Am"" cd Fbb/d/c/B/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 :","[1, 5, 4, 2]",23456,1,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_3:d2→Gb2(10度/16半音), invalid_note_in_measure_2:e→Qb7, enharmonic_error_in_measure_4:Eb→Fbb, invalid_note_in_measure_5:A→J, excessive_leap_≥10th_in_measure_1:e→E(13度/20半音)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/e/ ee | Ae/e/ ed | c2""Fm"" d2 | ""Am"" cd e/d/c/B/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ D#2 :","[2, 3, 5, 4]",14,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_6:A2→D#2(13度/20半音), excessive_leap_≥10th_in_measure_3:D→F(12度/19半音)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" | Ae/e/ ed | c2""Dm"" d2 | ""Am"" cd e/d/B#/B#/ | ""Dm"" Bbd""Am"" cB | c/d/c/B/ A2 :","[3, 1, 4, 5]",23456,3,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_4:d→Qb7, invalid_note_in_measure_3:d2→U#2, invalid_duration_in_measure_1:shortened(0.75→0.5), enharmonic_error_in_measure_4:C→B#, enharmonic_error_in_measure_5:A#→Bb"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" | AbCb/e/ D##d | c2""Dm"" d2 | ""Am"" cd e/d/c/B/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 :","[4, 5, 2, 3]",245,3,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_2:E→D##, invalid_duration_in_measure_1:shortened(0.75→0.38), invalid_note_name_in_key_2:e→Cb(key=Amin)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/e/ ee | Ae/e/ | c2""Dm"" d2 | ""Am"" cd e/d/c/B/ | ""Dm"" Bbd""Am"" cB cB Bbd""Am"" cB cB | c/d/c/B/ A2 :","[5, 3, 4, 1]",12356,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_5:A→Bb(13度/20半音), invalid_duration_in_measure_5:lengthened(0.75→0.88), invalid_duration_in_measure_2:shortened(0.62→0.49), invalid_note_in_measure_5:B→R##9, invalid_duration_in_measure_5:lengthened(1.0→1.38)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Hm"" Ae/e/ ee | Ae/e/ eEb | c2""Ebm"" d2 | ""Am"" cd e/d/c/B/ | ""Dm"" Ad""Am"" cB Ad""Am"" cB | c/d/c/B/ A2 :","[5, 1, 4, 2]",2356,2,Identify inserted errors in the provided ABC score,"enharmonic_error_in_measure_3:D#→Eb, invalid_note_in_measure_1:A→H, enharmonic_error_in_measure_2:D#→Eb, invalid_duration_in_measure_5:lengthened(0.75→1.12)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/e/ ee | Ae/e/ ed | c2""Dm"" d2 | ""Am"" cd e/d/c/B/ cd e/d/c/B/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 :","[4, 2, 1, 5]",25,1,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_6:c→J, invalid_duration_in_measure_4:lengthened(0.88→1.25)"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/e/ ee | Ae/e/ ed | c2""Dm"" d2 | ""Am"" B#d e/d#/c/B/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 :","[2, 1, 5, 4]",35,0,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_3:D→J, enharmonic_error_in_measure_4:C→B#"
Irishman_170004,"L: 1/8
Q: 1/4=96
M: 2/4
K: Amin
:""Am"" Ae/e/ G#e | AFb/e/ ed | c2""Dm"" d2 | ""Am"" cd e/d/c/G/ e/d/c/G/ | ""Dm"" Ad""Am"" cB | c/d/c/B/ A2 :","[4, 5, 1, 3]",1246,0,Identify inserted errors in the provided ABC score,"excessive_leap_≥10th_in_measure_4:B→G(11度/17半音), invalid_note_name_in_key_2:e→Fb(key=Amin), invalid_duration_in_measure_4:lengthened(0.88→1.0), excessive_leap_≥10th_in_measure_1:e→G#(10度/16半音)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" A2 G##G | ""D"" A8 | ""C#"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" G2 AG | 1""D"" F8 :","[3, 1, 5, 4]",23456,2,Identify inserted errors in the provided ABC score,"invalid_note_in_measure_3:A8→P,6, invalid_note_in_measure_3:A8→S,, enharmonic_error_in_measure_2:A→G##, invalid_note_name_in_key_4:D→C#(key=D), invalid_note_in_measure_1:D4→Y#"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" A2 AG | ""D"" A8 | ""D"" A2 AA""D"" A4 AA""D"" A4 | ""Bm"" B3 A""Gb"" G2 AG | 1""D"" F8 :","[2, 4, 5, 1]",12,0,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_4:lengthened(0.59→0.84), invalid_note_name_in_key_5:G→Gb(key=D)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" A2 AG | ""D"" A8 | ""D"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" D#2 AEb | 1""B#""","[3, 2, 1, 4]",2346,3,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_6:shortened(0.14→-0.23), excessive_leap_≥10th_in_measure_5:G→Eb(12度/18半音), invalid_note_name_in_key_5:G2→D#2(key=D), invalid_note_name_in_key_6:D→B#(key=D)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" B#2 FG""D"" A2 AG | ""D"" A8 | ""D"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" G2 AG | 1""D"" F8 :","[2, 5, 3, 1]",123,2,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_2:F2→B#2(key=D), invalid_note_in_measure_5:B3→Wn3, invalid_note_in_measure_6:F8→I4"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" | ""D"" F2 FG""D"" A2 AG | ""D"" A8 | ""D"" A2 AB#""D"" A4 | ""Bm"" B3 A""G"" G2 AG G2 AG | 1""D"" Ab8 :","[5, 3, 2, 4]",13456,0,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_5:lengthened(0.73→0.98), excessive_leap_≥10th_in_measure_6:F8→Ab8(12度/18半音), excessive_leap_≥10th_in_measure_1:D4→A4(11度/17半音), invalid_duration_in_measure_1:shortened(0.59→0.21), invalid_note_name_in_key_4:A→B#(key=D)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" | ""Fb"" A8 | ""D"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" G2 AG | 1""D"" F8 :","[2, 4, 5, 1]",56,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_3:D→Fb(key=D), invalid_duration_in_measure_2:shortened(0.88→0.63)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" A2 AG | ""D"" A8 | ""D"" A2 AA""D"" A4 | ""Bm"" B3 | 1""D"" F8 :","[3, 2, 4, 5]",46,1,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_5:shortened(0.73→0.35), invalid_note_in_measure_4:A2→O#"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""O#"" F2 FG""D"" A2 AG | ""D"" Ab8 ""D"" Ab8 ""D"" | ""D"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" G2 AG | 1""D"" F8 :","[4, 3, 1, 2]",1346,0,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_3:A8→Ab8(key=D), invalid_note_in_measure_2:D→O#, invalid_note_in_measure_5:A→U#2, invalid_duration_in_measure_3:lengthened(0.14→0.52)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FE""D"" D4 | ""D"" F2 FG""D"" | ""D"" A8 ""D"" A8 | ""D"" | ""Bm"" G3 A""G"" G2 AG | 1""D"" E8 :","[5, 2, 4, 3]",12456,0,Identify inserted errors in the provided ABC score,"invalid_duration_in_measure_2:shortened(0.88→0.51), excessive_leap_≥10th_in_measure_5:B3→G3(13度/20半音), invalid_duration_in_measure_4:shortened(0.59→0.21), invalid_note_name_in_key_6:F8→E8(key=D), invalid_duration_in_measure_3:lengthened(0.14→0.39)"
Irishman_99059,"L: 1/8
Q: 1/4=120
M: 4/4
K: D
:""D"" F2 FG""D"" D4 | ""D"" F2 E#G""D"" A2 AG | ""D"" A8 | ""D"" A2 AA""D"" A4 | ""Bm"" B3 A""G"" G2 AC# | 1""D"" E#8 :","[2, 5, 1, 4]",12356,1,Identify inserted errors in the provided ABC score,"invalid_note_name_in_key_6:F8→E#8(key=D), enharmonic_error_in_measure_2:F→E#, invalid_note_in_measure_5:G→Vb5, excessive_leap_≥10th_in_measure_5:G→C#(10度/16半音), invalid_note_name_in_key_1:E→G(key=D)"
